Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
zwilliams,Really angry with the product quality.,2025-03-08,355,6,0,0,Angry,Saturday,March,Spring,6,5.5,59.166666666666664,-2.0
tpark,Overall pleased with the support team.,2024-03-28,428,6,0,0,Pleased,Thursday,March,Spring,6,5.5,71.33333333333333,
latashapacheco,Regretful experience regarding technical support.,2024-06-08,434,5,0,0,Sad,Saturday,June,Summer,5,9.0,86.8,-1.0
julie30,The return policy was satisfactory.,2025-03-10,128,5,0,0,Neutral,Monday,March,Spring,5,6.2,25.6,0.0
amanda69,Exceptional return policy experience.,2025-03-18,211,4,0,0,Happy,Tuesday,March,Spring,4,8.5,52.75,1.0
murphythomas,Really angry with the customer service.,2024-02-01,433,6,0,0,Angry,Thursday,February,Winter,6,5.666666666666667,72.16666666666667,-2.0
savannahhumphrey,Loved the billing issues!,2025-02-19,32,4,0,0,Happy,Wednesday,February,Winter,4,5.5,8.0,1.0
jo14,Overall pleased with the payment process.,2025-03-07,54,6,0,0,Pleased,Friday,March,Spring,6,6.0,9.0,
rodriguezchelsea,The delivery experience was satisfactory.,2025-04-16,92,5,0,0,Neutral,Wednesday,April,Spring,5,7.4,18.4,0.0
ortegadanielle,Loved the product availability!,2024-06-16,327,4,0,0,Happy,Sunday,June,Summer,4,7.0,81.75,1.0
mkelly,Neither good nor bad about return policy.,2023-05-15,10,7,0,0,Neutral,Monday,May,Summer,7,5.0,1.4285714285714286,0.0
vgarrett,Nice job on the website navigation!,2024-02-01,350,6,0,0,Pleased,Thursday,February,Winter,6,5.0,58.333333333333336,
wwashington,"The billing issues was okay, nothing special.",2023-08-21,474,7,0,0,Neutral,Monday,August,Rainy,7,5.571428571428571,67.71428571428571,0.0
troydavis,I am extremely happy with the customer service.,2024-09-24,286,8,0,0,Happy,Tuesday,September,Rainy,8,5.0,35.75,1.0
pprice,Worst customer service ever.,2023-11-20,438,4,1,0,Angry,Monday,November,Fall,4,6.25,109.5,-2.0
thomasrasmussen,The return policy met my expectations.,2024-02-01,147,6,0,0,Pleased,Thursday,February,Winter,6,5.5,24.5,
james89,Really angry with the payment process.,2024-01-04,357,6,0,0,Angry,Thursday,January,Winter,6,5.5,59.5,-2.0
owencraig,Nice job on the technical support!,2025-04-23,149,6,0,0,Pleased,Wednesday,April,Spring,6,4.833333333333333,24.833333333333332,
ijohnson,Overall pleased with the pricing.,2024-05-04,429,5,0,0,Pleased,Saturday,May,Summer,5,5.8,85.8,
patrick06,Regretful experience regarding customer service.,2024-12-10,352,5,0,0,Sad,Tuesday,December,Winter,5,8.8,70.4,-1.0
xjacobs,I'm disappointed with the delivery experience.,2024-04-06,306,6,0,1,Sad,Saturday,April,Spring,6,6.833333333333333,51.0,-1.0
elizabeth56,I am extremely happy with the product quality.,2023-09-06,305,8,0,0,Happy,Wednesday,September,Rainy,8,4.875,38.125,1.0
randymorgan,Wonderful experience regarding return policy.,2024-06-06,340,5,0,0,Happy,Thursday,June,Summer,5,8.2,68.0,1.0
omiller,The technical support was satisfactory.,2024-04-03,225,5,0,0,Neutral,Wednesday,April,Spring,5,7.0,45.0,0.0
escobarthomas,The support team was satisfactory.,2023-07-26,108,5,0,0,Neutral,Wednesday,July,Summer,5,6.0,21.6,0.0
leetiffany,A neutral feeling towards the customer care.,2024-08-13,335,7,0,0,Neutral,Tuesday,August,Rainy,7,5.428571428571429,47.857142857142854,0.0
warrendavid,Really angry with the return policy.,2024-09-09,482,6,0,0,Angry,Monday,September,Rainy,6,5.166666666666667,80.33333333333333,-2.0
jameslara,Very upsetting delivery experience experience.,2025-02-28,241,5,0,1,Sad,Friday,February,Winter,5,8.4,48.2,-1.0
christopher27,Very upsetting technical support experience.,2024-02-03,114,5,0,0,Sad,Saturday,February,Winter,5,8.0,22.8,-1.0
john36,I'm quite pleased with the payment process.,2024-07-10,81,7,0,0,Pleased,Wednesday,July,Summer,7,5.285714285714286,11.571428571428571,
wangjames,Terrible product availability handling.,2023-08-01,120,4,0,0,Angry,Tuesday,August,Rainy,4,9.0,30.0,-2.0
uzavala,Overall pleased with the billing issues.,2023-05-25,378,6,0,0,Pleased,Thursday,May,Summer,6,5.833333333333333,63.0,
heather92,Nice job on the app usability!,2024-04-05,445,6,0,0,Pleased,Friday,April,Spring,6,4.166666666666667,74.16666666666667,
tina49,"The product availability was okay, nothing special.",2024-07-25,385,7,0,0,Neutral,Thursday,July,Summer,7,6.428571428571429,55.0,0.0
brownwilliam,Exceptional technical support experience.,2025-02-07,478,4,0,0,Happy,Friday,February,Winter,4,9.5,119.5,1.0
zguerrero,Very satisfied with the product quality!,2024-12-30,237,6,0,0,Happy,Monday,December,Winter,6,5.833333333333333,39.5,1.0
matthewwong,Average experience with the product availability.,2024-10-17,381,6,1,0,Neutral,Thursday,October,Rainy,6,7.333333333333333,63.5,0.0
sandralopez,Not what I expected from order tracking.,2024-01-06,303,7,0,0,Sad,Saturday,January,Winter,7,4.857142857142857,43.285714285714285,-1.0
castanedarichard,Pretty good billing issues experience.,2024-06-20,312,5,0,0,Pleased,Thursday,June,Summer,5,6.8,62.4,
rodriguezricardo,I feel sad about the product quality.,2024-11-08,85,7,0,0,Sad,Friday,November,Fall,7,4.428571428571429,12.142857142857142,-1.0
hughesdanielle,Loved the delivery experience!,2024-10-31,258,4,0,0,Happy,Thursday,October,Rainy,4,6.75,64.5,1.0
carolynnavarro,Worst customer service ever.,2025-02-26,261,4,0,0,Angry,Wednesday,February,Winter,4,6.25,65.25,-2.0
annmontgomery,The response time was satisfactory.,2023-10-08,407,5,1,0,Neutral,Sunday,October,Rainy,5,6.2,81.4,0.0
johnsonjon,I'm disappointed with the pricing.,2024-04-03,56,5,0,0,Sad,Wednesday,April,Spring,5,6.0,11.2,-1.0
ayalaandrea,I'm disappointed with the billing issues.,2025-04-07,419,6,0,0,Sad,Monday,April,Spring,6,6.0,69.83333333333333,-1.0
hgarcia,Nice job on the payment process!,2024-05-02,321,6,0,0,Pleased,Thursday,May,Summer,6,4.5,53.5,
toddblevins,Very satisfied with the order tracking!,2024-03-28,181,6,0,0,Happy,Thursday,March,Spring,6,5.666666666666667,30.166666666666668,1.0
rickylawson,Exceptional website navigation experience.,2023-05-18,421,4,0,0,Happy,Thursday,May,Summer,4,9.75,105.25,1.0
rubencook,Overall pleased with the response time.,2024-01-12,64,6,1,0,Pleased,Friday,January,Winter,6,5.666666666666667,10.666666666666666,
lopezmegan,Loved the support team!,2023-09-24,407,4,1,0,Happy,Sunday,September,Rainy,4,5.0,101.75,1.0
longgina,I feel sad about the product availability.,2024-08-23,149,7,0,0,Sad,Friday,August,Rainy,7,5.142857142857143,21.285714285714285,-1.0
patrick87,Average experience with the payment process.,2023-11-20,213,6,1,0,Neutral,Monday,November,Fall,6,6.5,35.5,0.0
jessicabrown,Not what I expected from order tracking.,2024-10-04,26,7,1,0,Sad,Friday,October,Rainy,7,4.857142857142857,3.7142857142857144,-1.0
fischerlisa,Regretful experience regarding app usability.,2024-10-06,222,5,0,0,Sad,Sunday,October,Rainy,5,8.2,44.4,-1.0
thomashoward,Absolutely furious about the website navigation!,2025-04-13,308,6,0,0,Angry,Sunday,April,Spring,6,7.166666666666667,51.333333333333336,-2.0
kristyjones,Neither good nor bad about support team.,2023-12-04,283,7,0,0,Neutral,Monday,December,Winter,7,4.857142857142857,40.42857142857143,0.0
michaelwarren,Nice job on the customer care!,2024-09-20,436,6,0,1,Pleased,Friday,September,Rainy,6,4.166666666666667,72.66666666666667,
michael36,I feel sad about the return policy.,2025-01-08,92,7,1,0,Sad,Wednesday,January,Winter,7,4.142857142857143,13.142857142857142,-1.0
fruiz,Pretty good pricing experience.,2023-09-02,33,4,0,0,Pleased,Saturday,September,Rainy,4,7.0,8.25,
cynthiamurphy,The delivery experience met my expectations.,2024-04-28,428,6,1,0,Pleased,Sunday,April,Spring,6,6.5,71.33333333333333,
christinahopkins,Terrible customer service handling.,2024-09-16,298,4,0,0,Angry,Monday,September,Rainy,4,8.0,74.5,-2.0
kadams,"The technical support was okay, nothing special.",2025-01-03,132,7,0,0,Neutral,Friday,January,Winter,7,6.0,18.857142857142858,0.0
jacquelinecameron,Regretful experience regarding return policy.,2025-04-07,230,5,0,0,Sad,Monday,April,Spring,5,8.2,46.0,-1.0
josephbooker,Pretty good product availability experience.,2025-04-10,122,5,0,0,Pleased,Thursday,April,Spring,5,8.0,24.4,
scottanthony,The website navigation was satisfactory.,2024-07-03,280,5,0,0,Neutral,Wednesday,July,Summer,5,7.2,56.0,0.0
stephanie41,Pretty good payment process experience.,2023-12-06,169,5,0,0,Pleased,Wednesday,December,Winter,5,7.0,33.8,
fguerra,Very upsetting product quality experience.,2025-01-15,33,5,0,0,Sad,Wednesday,January,Winter,5,7.6,6.6,-1.0
michaelwhite,Average experience with the order tracking.,2024-01-21,352,6,0,0,Neutral,Sunday,January,Winter,6,6.333333333333333,58.666666666666664,0.0
katherinesmith,Wonderful experience regarding technical support.,2024-08-19,112,5,0,0,Happy,Monday,August,Rainy,5,9.0,22.4,1.0
jessica74,Very upsetting technical support experience.,2024-05-15,4,5,0,0,Sad,Wednesday,May,Summer,5,8.0,0.8,-1.0
dwatkins,Neither good nor bad about product availability.,2025-01-17,430,7,0,0,Neutral,Friday,January,Winter,7,6.0,61.42857142857143,0.0
annehardy,Pretty good app usability experience.,2023-05-03,255,5,0,0,Pleased,Wednesday,May,Summer,5,6.6,51.0,
potterjoseph,I am extremely happy with the product availability.,2025-04-23,100,8,0,0,Happy,Wednesday,April,Spring,8,5.5,12.5,1.0
alexandershannon,Really angry with the return policy.,2023-08-24,297,6,0,0,Angry,Thursday,August,Rainy,6,5.166666666666667,49.5,-2.0
joshua91,Absolutely furious about the pricing!,2023-05-16,210,5,0,1,Angry,Tuesday,May,Summer,5,6.6,42.0,-2.0
watkinsmargaret,"The customer service was okay, nothing special.",2024-01-08,333,7,0,0,Neutral,Monday,January,Winter,7,5.857142857142857,47.57142857142857,0.0
hunterlisa,Not what I expected from order tracking.,2024-02-21,50,7,0,0,Sad,Wednesday,February,Winter,7,4.857142857142857,7.142857142857143,-1.0
danielcoffey,Can't believe how bad the order tracking was.,2024-06-06,138,8,0,0,Angry,Thursday,June,Summer,8,4.75,17.25,-2.0
reidwilliam,Neither good nor bad about website navigation.,2024-10-07,191,7,0,0,Neutral,Monday,October,Rainy,7,5.714285714285714,27.285714285714285,0.0
victor07,Not what I expected from product quality.,2023-12-13,192,7,0,0,Sad,Wednesday,December,Winter,7,5.0,27.428571428571427,-1.0
christianeric,Nice job on the billing issues!,2023-11-22,134,6,0,0,Pleased,Wednesday,November,Fall,6,4.333333333333333,22.333333333333332,
tyler95,Pretty good website navigation experience.,2024-09-15,431,5,0,0,Pleased,Sunday,September,Rainy,5,7.6,86.2,
mwilkerson,Terrible technical support handling.,2024-12-14,199,4,0,0,Angry,Saturday,December,Winter,4,8.25,49.75,-2.0
robert16,Not what I expected from return policy.,2024-09-02,130,7,0,0,Sad,Monday,September,Rainy,7,4.714285714285714,18.571428571428573,-1.0
kylehenderson,The order tracking was satisfactory.,2024-07-17,172,5,0,0,Neutral,Wednesday,July,Summer,5,6.4,34.4,0.0
nelsonchristopher,Overall pleased with the website navigation.,2024-04-04,428,6,0,0,Pleased,Thursday,April,Spring,6,6.5,71.33333333333333,
ucochran,Exceptional payment process experience.,2024-06-11,238,4,0,0,Happy,Tuesday,June,Summer,4,9.0,59.5,1.0
riveraemily,I am extremely happy with the website navigation.,2024-10-15,500,8,0,0,Happy,Tuesday,October,Rainy,8,5.25,62.5,1.0
dbrown,Worst website navigation ever.,2024-10-20,128,4,0,0,Angry,Sunday,October,Rainy,4,6.75,32.0,-2.0
francobarbara,The product quality was satisfactory.,2024-02-18,55,5,0,0,Neutral,Sunday,February,Winter,5,6.6,11.0,0.0
dustin56,I feel sad about the product quality.,2024-03-30,401,7,0,0,Sad,Saturday,March,Spring,7,4.428571428571429,57.285714285714285,-1.0
mcastillo,Nice job on the billing issues!,2024-03-05,377,6,0,0,Pleased,Tuesday,March,Spring,6,4.333333333333333,62.833333333333336,
brownkelly,Neither good nor bad about return policy.,2024-06-08,157,7,0,0,Neutral,Saturday,June,Summer,7,5.0,22.428571428571427,0.0
colealexander,Worst support team ever.,2024-07-29,31,4,0,0,Angry,Monday,July,Summer,4,5.25,7.75,-2.0
lauren73,Absolutely furious about the product quality!,2023-09-01,431,6,0,0,Angry,Friday,September,Rainy,6,6.666666666666667,71.83333333333333,-2.0
tony62,The website navigation was satisfactory.,2023-05-02,464,5,0,0,Neutral,Tuesday,May,Summer,5,7.2,92.8,0.0
olee,I am extremely happy with the pricing.,2023-08-24,15,7,0,0,Happy,Thursday,August,Rainy,7,4.571428571428571,2.142857142857143,1.0
mwilcox,Worst technical support ever.,2023-11-26,273,4,0,0,Angry,Sunday,November,Fall,4,6.5,68.25,-2.0
donald70,Wonderful experience regarding website navigation.,2024-07-12,264,5,0,0,Happy,Friday,July,Summer,5,9.2,52.8,1.0
andersonteresa,Overall pleased with the customer care.,2025-04-12,490,6,1,0,Pleased,Saturday,April,Spring,6,5.666666666666667,81.66666666666667,
kgonzalez,Not what I expected from product availability.,2024-04-13,156,7,0,0,Sad,Saturday,April,Spring,7,5.714285714285714,22.285714285714285,-1.0
richard67,Overall pleased with the technical support.,2023-09-02,374,6,0,0,Pleased,Saturday,September,Rainy,6,6.333333333333333,62.333333333333336,
cliffordmoore,Pretty good customer care experience.,2024-07-01,483,5,0,0,Pleased,Monday,July,Summer,5,6.6,96.6,
steven28,Regretful experience regarding product quality.,2024-05-11,353,5,0,0,Sad,Saturday,May,Summer,5,8.6,70.6,-1.0
murphyaustin,Regretful experience regarding app usability.,2024-03-12,139,5,0,0,Sad,Tuesday,March,Spring,5,8.2,27.8,-1.0
jeremyjones,The delivery experience was satisfactory.,2024-05-22,452,5,1,0,Neutral,Wednesday,May,Summer,5,7.4,90.4,0.0
matthew90,Regretful experience regarding product quality.,2025-02-04,131,5,0,0,Sad,Tuesday,February,Winter,5,8.6,26.2,-1.0
odavis,Exceptional product availability experience.,2023-08-13,223,4,0,0,Happy,Sunday,August,Rainy,4,10.25,55.75,1.0
krodriguez,I'm quite pleased with the delivery experience.,2023-12-11,454,7,0,0,Pleased,Monday,December,Winter,7,5.857142857142857,64.85714285714286,
isaac62,I'm quite pleased with the product availability.,2024-08-31,100,7,0,0,Pleased,Saturday,August,Rainy,7,6.0,14.285714285714286,
barbercarolyn,Loved the website navigation!,2024-11-23,320,4,0,0,Happy,Saturday,November,Fall,4,6.5,80.0,1.0
amberhall,I am extremely happy with the website navigation.,2023-06-09,97,8,0,0,Happy,Friday,June,Summer,8,5.25,12.125,1.0
heatherwright,The return policy was satisfactory.,2025-03-31,104,5,0,0,Neutral,Monday,March,Spring,5,6.2,20.8,0.0
michele66,I am extremely happy with the technical support.,2024-01-17,381,8,0,1,Happy,Wednesday,January,Winter,8,5.125,47.625,1.0
bankslarry,Neither good nor bad about customer care.,2023-10-11,338,7,0,0,Neutral,Wednesday,October,Rainy,7,5.0,48.285714285714285,0.0
aaron10,Overall pleased with the billing issues.,2024-01-10,307,6,0,0,Pleased,Wednesday,January,Winter,6,5.833333333333333,51.166666666666664,
williamhall,Really angry with the order tracking.,2024-12-23,256,6,0,0,Angry,Monday,December,Winter,6,5.333333333333333,42.666666666666664,-2.0
hcombs,Loved the product quality!,2024-12-02,464,4,0,0,Happy,Monday,December,Winter,4,5.75,116.0,1.0
rachelfrazier,Very satisfied with the app usability!,2024-01-30,483,6,0,0,Happy,Tuesday,January,Winter,6,5.5,80.5,1.0
vkaufman,Regretful experience regarding customer care.,2025-01-21,458,5,0,0,Sad,Tuesday,January,Winter,5,8.2,91.6,-1.0
qgraham,Can't believe how bad the support team was.,2024-08-30,13,8,0,0,Angry,Friday,August,Rainy,8,4.5,1.625,-2.0
gyoung,Very upsetting customer care experience.,2024-05-27,59,5,0,0,Sad,Monday,May,Summer,5,7.2,11.8,-1.0
megan06,The pricing was satisfactory.,2025-02-12,356,4,0,0,Neutral,Wednesday,February,Winter,4,6.5,89.0,0.0
leewilliam,Regretful experience regarding billing issues.,2024-11-29,484,5,0,0,Sad,Friday,November,Fall,5,8.4,96.8,-1.0
thompsonelizabeth,Regretful experience regarding payment process.,2023-05-27,468,5,0,0,Sad,Saturday,May,Summer,5,8.6,93.6,-1.0
jross,Average experience with the billing issues.,2024-07-24,91,6,0,0,Neutral,Wednesday,July,Summer,6,6.333333333333333,15.166666666666666,0.0
vjones,Regretful experience regarding order tracking.,2024-12-10,324,5,0,0,Sad,Tuesday,December,Winter,5,8.4,64.8,-1.0
nbenton,The billing issues met my expectations.,2024-02-09,71,6,0,0,Pleased,Friday,February,Winter,6,5.666666666666667,11.833333333333334,
danielle24,Really angry with the order tracking.,2023-06-18,311,6,0,0,Angry,Sunday,June,Summer,6,5.333333333333333,51.833333333333336,-2.0
christina54,Nice job on the app usability!,2023-11-22,17,6,0,0,Pleased,Wednesday,November,Fall,6,4.166666666666667,2.8333333333333335,
joseph90,Very satisfied with the app usability!,2023-12-10,318,6,1,0,Happy,Sunday,December,Winter,6,5.5,53.0,1.0
ramseyamy,Very upsetting app usability experience.,2023-04-29,438,5,0,0,Sad,Saturday,April,Spring,5,7.2,87.6,-1.0
brycecarter,Nice job on the response time!,2024-11-30,356,6,0,0,Pleased,Saturday,November,Fall,6,4.166666666666667,59.333333333333336,
wardwendy,Regretful experience regarding website navigation.,2025-04-18,242,5,0,0,Sad,Friday,April,Spring,5,9.2,48.4,-1.0
nicholas34,Worst return policy ever.,2024-07-08,485,4,0,0,Angry,Monday,July,Summer,4,5.5,121.25,-2.0
zacharyabbott,Exceptional return policy experience.,2024-05-27,16,4,0,0,Happy,Monday,May,Summer,4,8.5,4.0,1.0
kellybarron,The support team was satisfactory.,2024-03-05,256,5,0,0,Neutral,Tuesday,March,Spring,5,6.0,51.2,0.0
lzuniga,I am extremely happy with the product availability.,2024-09-20,389,8,0,0,Happy,Friday,September,Rainy,8,5.5,48.625,1.0
millermike,Worst technical support ever.,2023-12-02,262,4,0,0,Angry,Saturday,December,Winter,4,6.5,65.5,-2.0
kvillarreal,Terrible app usability handling.,2024-06-01,9,4,0,0,Angry,Saturday,June,Summer,4,7.25,2.25,-2.0
shane95,Average experience with the delivery experience.,2024-05-28,316,6,0,0,Neutral,Tuesday,May,Summer,6,7.166666666666667,52.666666666666664,0.0
thomasjones,Not what I expected from support team.,2024-12-26,129,7,0,0,Sad,Thursday,December,Winter,7,4.571428571428571,18.428571428571427,-1.0
cooperbrandon,A neutral feeling towards the billing issues.,2024-06-22,57,7,0,0,Neutral,Saturday,June,Summer,7,5.571428571428571,8.142857142857142,0.0
csmith,I'm quite pleased with the return policy.,2024-04-10,73,7,0,0,Pleased,Wednesday,April,Spring,7,5.0,10.428571428571429,
alyssa15,Loved the product availability!,2023-06-16,489,4,0,0,Happy,Friday,June,Summer,4,7.0,122.25,1.0
droberts,Very satisfied with the support team!,2025-02-18,41,6,0,0,Happy,Tuesday,February,Winter,6,5.333333333333333,6.833333333333333,1.0
amanda49,The pricing met my expectations.,2023-07-12,468,5,0,0,Pleased,Wednesday,July,Summer,5,5.6,93.6,
powersjonathan,I'm quite pleased with the billing issues.,2024-06-02,247,7,0,0,Pleased,Sunday,June,Summer,7,5.142857142857143,35.285714285714285,
